t_s,mem_available_kb,mem_total_kb,matching_rss_kb,n_matching,detail
0.0,7632360,8216160,47688,4,"5392:6208kB;5748:16148kB;5749:14856kB;5750:10476kB"
546.6,3923512,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
551.6,3923512,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
556.6,3923512,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
561.6,3921272,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
566.6,3920264,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
571.6,3920584,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
576.6,3920584,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
581.7,3919072,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
586.7,3919072,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
591.7,3919072,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
596.7,3919072,8216160,3741732,3,"5748:1726968kB;5749:2004052kB;5750:10712kB"
601.7,3937980,8216160,3710484,3,"5748:1695720kB;5749:2004052kB;5750:10712kB"
606.7,5172028,8216160,2475988,3,"5748:461224kB;5749:2004052kB;5750:10712kB"
611.7,4717488,8216160,2953312,3,"5748:938548kB;5749:2004052kB;5750:10712kB"
616.7,4082084,8216160,3583144,3,"5748:1568380kB;5749:2004052kB;5750:10712kB"
621.8,3910028,8216160,3759784,3,"5748:1745020kB;5749:2004052kB;5750:10712kB"
626.8,3894860,8216160,3771172,3,"5748:1756408kB;5749:2004052kB;5750:10712kB"
631.8,3894860,8216160,3771172,3,"5748:1756408kB;5749:2004052kB;5750:10712kB"
636.8,3894860,8216160,3771172,3,"5748:1756408kB;5749:2004052kB;5750:10712kB"
641.8,3894860,8216160,3771172,3,"5748:1756408kB;5749:2004052kB;5750:10712kB"
646.8,3894860,8216160,3771172,3,"5748:1756408kB;5749:2004052kB;5750:10712kB"
651.8,3894860,8216160,3771172,3,"5748:1756408kB;5749:2004052kB;5750:10712kB"
656.8,3894860,8216160,3771172,3,"5748:1756408kB;5749:2004052kB;5750:10712kB"
661.9,3894860,8216160,3771172,3,"5748:1756408kB;5749:2004052kB;5750:10712kB"
666.9,3894860,8216160,3771172,3,"5748:1756408kB;5749:2004052kB;5750:10712kB"
671.9,3894860,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
676.9,3894860,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
681.9,3894860,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
686.9,3894868,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
691.9,3892032,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
697.0,3891532,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
702.0,3891280,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
707.0,3891280,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
712.0,3891280,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
717.0,3890020,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
722.0,3887500,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
727.0,3887500,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
732.1,3888880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
737.1,3888880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
742.1,3888880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
747.1,3888880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
752.1,3888880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
757.1,3888880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
762.1,3888880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
767.1,3888880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
772.2,3888880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
777.2,3888880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
782.2,3889880,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
787.2,3890132,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
792.2,3890216,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
797.2,3890216,8216160,3771176,3,"5748:1756408kB;5749:2004052kB;5750:10716kB"
802.2,3889464,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
807.2,3889464,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
812.3,3889464,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
817.3,3889464,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
822.3,3895920,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
827.3,3895920,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
832.3,3895920,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
837.3,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
842.3,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
847.3,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
852.4,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
857.4,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
862.4,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
867.4,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
872.4,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
877.4,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
882.4,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
887.4,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
892.4,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
897.5,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
902.5,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
907.5,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
912.5,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
917.5,3895164,8216160,3771180,3,"5748:1756408kB;5749:2004052kB;5750:10720kB"
922.5,4734996,8216160,2795136,3,"5748:780364kB;5749:2004052kB;5750:10720kB"
927.5,4558836,8216160,3103392,3,"5748:1088620kB;5749:2004052kB;5750:10720kB"
932.5,3913640,8216160,3600868,3,"5748:1586096kB;5749:2004052kB;5750:10720kB"
937.6,3865488,8216160,3801340,3,"5748:1786568kB;5749:2004052kB;5750:10720kB"
942.6,3865084,8216160,3801340,3,"5748:1786568kB;5749:2004052kB;5750:10720kB"
947.6,3864832,8216160,3801340,3,"5748:1786568kB;5749:2004052kB;5750:10720kB"
952.6,3865084,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
957.6,3865084,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
962.6,3865592,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
967.6,3865592,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
972.6,3865408,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
977.7,3865408,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
982.7,3865156,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
987.7,3865156,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
992.7,3866404,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
997.7,3865900,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
1002.7,3865900,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
1007.7,3865900,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
1012.7,3864044,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
1017.7,3865308,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
1022.8,3864612,8216160,3801344,3,"5748:1786568kB;5749:2004052kB;5750:10724kB"
1027.8,5301764,8216160,2383584,3,"5748:1786568kB;5749:586292kB;5750:10724kB"
1032.8,4743412,8216160,2931492,3,"5748:1786568kB;5749:1134200kB;5750:10724kB"
1037.8,4420572,8216160,3256256,3,"5748:1786568kB;5749:1458964kB;5750:10724kB"
1042.8,3825232,8216160,3836220,3,"5748:1786568kB;5749:2038928kB;5750:10724kB"
1047.8,3694444,8216160,3977396,3,"5748:1786568kB;5749:2180104kB;5750:10724kB"
1052.9,3694444,8216160,3977396,3,"5748:1786568kB;5749:2180104kB;5750:10724kB"
1057.9,3689908,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1062.9,3689908,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1067.9,3688148,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1072.9,3688148,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1077.9,3688148,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1082.9,3688148,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1088.0,3688148,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1093.0,3688148,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1098.1,3688148,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1103.1,3688148,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1108.1,3688148,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1113.1,3688148,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1118.1,3689064,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1123.1,3689144,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1128.2,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1133.2,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1138.2,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1143.2,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1148.2,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1153.2,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1158.2,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1163.2,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1168.2,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1173.3,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1178.3,3687632,8216160,3977400,3,"5748:1786568kB;5749:2180104kB;5750:10728kB"
1183.3,3685868,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1188.3,3685868,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1193.3,3685868,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1198.3,3685868,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1203.3,3685868,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1208.3,3685868,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1213.4,3685868,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1218.4,3686124,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1223.4,3687284,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1228.4,3687324,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1233.4,3685584,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1238.4,3685560,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1243.4,3685560,8216160,3977404,3,"5748:1786568kB;5749:2180104kB;5750:10732kB"
1248.4,3749620,8216160,3913884,3,"5748:1723048kB;5749:2180104kB;5750:10732kB"
1253.5,4973292,8216160,2681140,3,"5748:490304kB;5749:2180104kB;5750:10732kB"
1258.5,4520412,8216160,3137400,3,"5748:946564kB;5749:2180104kB;5750:10732kB"
1263.5,3993744,8216160,3664504,3,"5748:1473668kB;5749:2180104kB;5750:10732kB"
1268.5,3764448,8216160,3892432,3,"5748:1701476kB;5749:2180224kB;5750:10732kB"
1273.6,3644960,8216160,4008236,3,"5748:1817280kB;5749:2180224kB;5750:10732kB"
1278.6,3644960,8216160,4008236,3,"5748:1817280kB;5749:2180224kB;5750:10732kB"
1283.6,3644960,8216160,4008236,3,"5748:1817280kB;5749:2180224kB;5750:10732kB"
1288.6,3644960,8216160,4008236,3,"5748:1817280kB;5749:2180224kB;5750:10732kB"
1293.6,3644960,8216160,4008236,3,"5748:1817280kB;5749:2180224kB;5750:10732kB"
1298.6,3644960,8216160,4008236,3,"5748:1817280kB;5749:2180224kB;5750:10732kB"
1303.6,3644960,8216160,4008236,3,"5748:1817280kB;5749:2180224kB;5750:10732kB"
1308.7,3644960,8216160,4008236,3,"5748:1817280kB;5749:2180224kB;5750:10732kB"
1313.7,3913848,8216160,3736720,3,"5748:1817280kB;5749:1908704kB;5750:10736kB"
1318.7,5823716,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1323.7,5823716,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1328.7,5823716,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1333.7,5823720,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1338.7,5823720,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1343.7,5823720,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1348.7,5823720,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1353.7,5823720,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1358.7,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1363.7,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1368.7,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1373.7,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1378.7,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1383.7,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1388.7,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1393.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1398.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1403.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1408.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1413.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1418.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1423.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1428.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1433.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1438.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1443.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1448.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1453.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1458.8,5823724,8216160,1828016,2,"5748:1817280kB;5750:10736kB"
1463.8,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1468.8,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1473.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1478.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1483.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1488.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1493.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1498.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1503.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1508.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1513.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1518.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1523.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1528.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1533.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
1538.9,5823724,8216160,1828020,2,"5748:1817280kB;5750:10740kB"
