t_s,mem_available_kb,mem_total_kb,matching_rss_kb,n_matching,detail
0.0,7626200,8216168,38940,4,"12573:6200kB;12929:10476kB;12930:11088kB;12931:11176kB"
481.6,6262760,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
486.6,6262760,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
491.7,6262760,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
496.7,6262760,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
501.7,6262760,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
506.7,6262760,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
511.7,6262760,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
516.7,6262760,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
521.8,6262764,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
526.8,6262764,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
531.8,6262764,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
536.8,6262764,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
541.8,6263732,8216168,1387816,3,"12929:10684kB;12930:376508kB;12931:1000624kB"
546.8,6263732,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
551.8,6261432,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
556.9,6265148,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
561.9,6264140,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
566.9,6262376,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
571.9,6262376,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
576.9,6262712,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
581.9,6261880,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
587.0,6261864,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
592.0,6261612,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
597.0,6261612,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
602.0,6260856,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
607.0,6260856,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
612.0,6260856,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
617.1,6259092,8216168,1387820,3,"12929:10688kB;12930:376508kB;12931:1000624kB"
622.1,6339248,8216168,1287804,3,"12929:10688kB;12930:276492kB;12931:1000624kB"
627.1,6149480,8216168,1437596,3,"12929:10688kB;12930:426284kB;12931:1000624kB"
632.1,6149480,8216168,1437596,3,"12929:10688kB;12930:426284kB;12931:1000624kB"
637.1,6160992,8216168,1437596,3,"12929:10688kB;12930:426284kB;12931:1000624kB"
642.1,6190816,8216168,1437596,3,"12929:10688kB;12930:426284kB;12931:1000624kB"
647.1,6190816,8216168,1437596,3,"12929:10688kB;12930:426284kB;12931:1000624kB"
652.2,6190816,8216168,1437596,3,"12929:10688kB;12930:426284kB;12931:1000624kB"
657.2,6193600,8216168,1437596,3,"12929:10688kB;12930:426284kB;12931:1000624kB"
662.2,6195044,8216168,1437596,3,"12929:10688kB;12930:426284kB;12931:1000624kB"
667.2,6195044,8216168,1437596,3,"12929:10688kB;12930:426284kB;12931:1000624kB"
672.2,6197760,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
677.3,6197760,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
682.3,6202556,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
687.3,6202556,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
692.3,6202556,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
697.3,6202556,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
702.4,6202556,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
707.4,6202556,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
712.4,6202556,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
717.4,6202556,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
722.4,6206252,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
727.5,6206252,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
732.5,6206252,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
737.5,6206252,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
742.5,6206252,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
747.5,6206252,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
752.5,6210080,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
757.5,6210104,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
762.6,6206624,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
767.6,6206576,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
772.6,6206576,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
777.6,6204812,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
782.6,6204816,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
787.6,6204816,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
792.7,6204816,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
797.7,6204816,8216168,1437600,3,"12929:10692kB;12930:426284kB;12931:1000624kB"
802.7,7057828,8216168,597628,3,"12929:10696kB;12930:426284kB;12931:160648kB"
807.7,6607720,8216168,1039816,3,"12929:10696kB;12930:426284kB;12931:602836kB"
812.7,6236852,8216168,1414080,3,"12929:10696kB;12930:426284kB;12931:977100kB"
817.8,6118304,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
822.8,6118304,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
827.8,6121104,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
832.8,6121104,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
837.8,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
842.8,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
847.8,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
852.9,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
857.9,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
862.9,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
867.9,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
872.9,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
877.9,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
883.0,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
888.0,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
893.0,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
898.0,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
903.0,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
908.0,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
913.0,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
918.1,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
923.1,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
928.1,6119844,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
933.1,6119712,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
938.1,6118704,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
943.1,6118556,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
948.1,6117800,8216168,1529548,3,"12929:10696kB;12930:426284kB;12931:1092568kB"
953.2,6117548,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
958.2,6117548,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
963.2,6117548,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
968.2,6117548,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
973.2,6117560,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
978.2,6117560,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
983.3,6117560,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
988.3,6117560,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
993.3,6124028,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
998.3,6123168,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1003.3,6123672,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1008.3,6124180,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1013.3,6124180,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1018.4,6123172,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1023.4,6123172,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1028.4,6123172,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1033.4,6122920,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1038.4,6122952,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1043.4,6123660,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1048.4,6123412,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1053.5,6123412,8216168,1529552,3,"12929:10700kB;12930:426284kB;12931:1092568kB"
1058.5,6123412,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1063.5,6123412,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1068.5,6123412,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1073.5,6123412,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1078.5,6123412,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1083.5,6123412,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1088.6,6123412,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1093.6,6123412,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1098.6,6123412,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1103.6,6122656,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1108.6,6122656,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1113.6,6122656,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1118.7,6122656,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1123.7,6121900,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1128.7,6121900,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1133.7,6124996,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1138.8,6123988,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1143.8,6123736,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1148.8,6123736,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1153.8,6123128,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1158.8,6120368,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1163.8,6119464,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1168.9,6120784,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1173.9,6119524,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1178.9,6119524,8216168,1529556,3,"12929:10704kB;12930:426284kB;12931:1092568kB"
1183.9,6120268,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1188.9,6120268,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1193.9,6119008,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1199.0,6119008,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1204.0,6119008,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1209.0,6119008,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1214.0,6119008,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1219.0,6121580,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1224.0,6120572,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1229.1,6120572,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1234.1,6120320,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1239.1,6120320,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1244.1,6120320,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1249.1,6120320,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1254.1,6120320,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1259.2,6120636,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1264.2,6119628,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1269.2,6121252,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1274.2,6120244,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1279.2,6120248,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1284.2,6120248,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1289.2,6119744,8216168,1529560,3,"12929:10708kB;12930:426284kB;12931:1092568kB"
1294.3,6368368,8216168,1275060,3,"12929:10708kB;12930:171784kB;12931:1092568kB"
1299.3,6054316,8216168,1538696,3,"12929:10708kB;12930:435420kB;12931:1092568kB"
1304.3,6054316,8216168,1538696,3,"12929:10708kB;12930:435420kB;12931:1092568kB"
1309.3,6054316,8216168,1538696,3,"12929:10708kB;12930:435420kB;12931:1092568kB"
1314.3,6084456,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1319.3,6087252,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1324.3,6088528,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1329.4,6092036,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1334.4,6092040,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1339.4,6092292,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1344.4,6092292,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1349.4,6092292,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1354.4,6092984,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1359.5,6092984,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1364.5,6092984,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1369.5,6092984,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1374.5,6095512,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1379.5,6095512,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1384.5,6095512,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1389.5,6095512,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1394.6,6095512,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1399.6,6095512,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1404.6,6100080,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1409.6,6100080,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1414.6,6100080,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1419.6,6100080,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1424.7,6100080,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1429.7,6100080,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1434.7,6101316,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1439.7,6101316,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1444.7,6101316,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1449.7,6103392,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1454.7,6103392,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1459.8,6103392,8216168,1538700,3,"12929:10712kB;12930:435420kB;12931:1092568kB"
1464.8,6103392,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1469.8,6105312,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1474.8,6105816,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1479.8,6109404,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1484.8,6109404,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1489.9,6111032,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1494.9,6111032,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1499.9,6112012,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1504.9,6112012,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1509.9,6112012,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1514.9,6112012,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1519.9,6114528,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
1525.0,6114276,8216168,1538704,3,"12929:10716kB;12930:435420kB;12931:1092568kB"
