t_s,mem_available_kb,mem_total_kb,matching_rss_kb,n_matching,detail
0.0,7647572,8216160,37468,4,"3593:6204kB;3952:10088kB;3953:10700kB;3954:10476kB"
175.5,3839284,8216160,3814000,3,"3952:1842648kB;3953:1960664kB;3954:10688kB"
180.5,3839284,8216160,3814020,3,"3952:1842648kB;3953:1960684kB;3954:10688kB"
185.5,3841448,8216160,3814104,3,"3952:1842648kB;3953:1960768kB;3954:10688kB"
190.5,5495380,8216160,2177636,3,"3952:1842648kB;3953:324300kB;3954:10688kB"
195.5,4859584,8216160,2750680,3,"3952:1842648kB;3953:897344kB;3954:10688kB"
200.5,4435536,8216160,3234496,3,"3952:1842648kB;3953:1381156kB;3954:10692kB"
205.6,4012988,8216160,3655084,3,"3952:1842648kB;3953:1801740kB;3954:10696kB"
210.6,3727476,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
215.6,3727472,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
220.6,3727472,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
225.6,3727472,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
230.6,3727472,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
235.7,3727240,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
240.7,3727220,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
245.7,3727220,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
250.7,3727220,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
255.7,3727220,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
260.7,3726968,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
265.7,3726972,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
270.7,3726972,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
275.8,3726972,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
280.8,3724452,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
285.8,3724452,8216160,3942200,3,"3952:1842648kB;3953:2088856kB;3954:10696kB"
290.8,3724452,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
295.8,3724452,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
300.8,3724452,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
305.8,3724452,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
310.8,3724452,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
315.9,3724452,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
320.9,3722436,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
325.9,3722436,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
330.9,3722436,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
335.9,3722436,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
340.9,3722436,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
345.9,3722436,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
350.9,3722436,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
355.9,3722436,8216160,3942204,3,"3952:1842648kB;3953:2088856kB;3954:10700kB"
361.0,3722436,8216160,3942208,3,"3952:1842652kB;3953:2088856kB;3954:10700kB"
366.0,3719856,8216160,3942212,3,"3952:1842652kB;3953:2088856kB;3954:10704kB"
371.1,3720364,8216160,3942212,3,"3952:1842652kB;3953:2088856kB;3954:10704kB"
376.3,3718096,8216160,3942212,3,"3952:1842652kB;3953:2088856kB;3954:10704kB"
381.3,3718096,8216160,3942212,3,"3952:1842652kB;3953:2088856kB;3954:10704kB"
386.3,3718096,8216160,3942212,3,"3952:1842652kB;3953:2088856kB;3954:10704kB"
391.4,4007508,8216160,3652116,3,"3952:1552556kB;3953:2088856kB;3954:10704kB"
396.4,5838440,8216160,1824872,3,"3952:264576kB;3953:1549592kB;3954:10704kB"
401.4,6219196,8216160,1402044,3,"3952:880704kB;3953:510636kB;3954:10704kB"
406.4,5328480,8216160,2346876,3,"3952:1307932kB;3953:1028240kB;3954:10704kB"
411.4,4421008,8216160,3175896,3,"3952:1654408kB;3953:1510784kB;3954:10704kB"
416.4,3829440,8216160,3847372,3,"3952:1916300kB;3953:1920368kB;3954:10704kB"
421.5,3525660,8216160,4152764,3,"3952:1916300kB;3953:2225760kB;3954:10704kB"
426.5,3432436,8216160,4240516,3,"3952:1916300kB;3953:2313512kB;3954:10704kB"
431.5,3424400,8216160,4240516,3,"3952:1916300kB;3953:2313512kB;3954:10704kB"
436.5,3424400,8216160,4240516,3,"3952:1916300kB;3953:2313512kB;3954:10704kB"
441.5,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
446.5,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
451.6,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
456.6,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
461.6,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
466.6,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
471.6,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
476.6,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
481.6,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
486.6,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
491.7,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
496.7,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
501.7,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
506.7,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
511.7,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
516.7,3424400,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
521.7,3424148,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
526.7,3424148,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
531.8,3424152,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
536.8,3424152,8216160,4240520,3,"3952:1916300kB;3953:2313512kB;3954:10708kB"
541.9,5361044,8216160,2244884,3,"3952:1916300kB;3953:317876kB;3954:10708kB"
546.9,4707892,8216160,2871028,3,"3952:1916300kB;3953:944016kB;3954:10712kB"
551.9,4284548,8216160,3380712,3,"3952:1916300kB;3953:1453700kB;3954:10712kB"
556.9,3808948,8216160,3854972,3,"3952:1916300kB;3953:1927960kB;3954:10712kB"
561.9,3563460,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
566.9,3563460,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
571.9,3563460,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
577.0,3563460,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
582.0,3560228,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
587.0,3560228,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
592.0,3560228,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
597.0,3560228,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
602.0,3560228,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
607.0,3560228,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
612.1,3560228,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
617.1,3558212,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
622.1,3558716,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
627.1,3558072,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
632.1,3559532,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
637.1,3558524,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
642.1,3558340,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
647.2,3557584,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
652.2,3558964,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
657.2,3558208,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
662.2,3558208,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
667.2,3557956,8216160,4095152,3,"3952:1916300kB;3953:2168140kB;3954:10712kB"
672.2,3557956,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
677.2,3557704,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
682.2,3557584,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
687.2,3557564,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
692.3,3557584,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
697.3,3557332,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
702.3,3557332,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
707.3,3557332,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
712.3,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
717.3,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
722.3,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
727.3,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
732.4,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
737.4,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
742.4,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
747.4,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
752.4,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
757.4,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
762.4,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
767.4,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
772.4,3557640,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
777.5,3558484,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
782.5,3557476,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
787.5,3556628,8216160,4095156,3,"3952:1916300kB;3953:2168140kB;3954:10716kB"
792.5,5402796,8216160,2257044,3,"3952:78188kB;3953:2168140kB;3954:10716kB"
797.5,4564756,8216160,3023448,3,"3952:844592kB;3953:2168140kB;3954:10716kB"
802.5,4194408,8216160,3453076,3,"3952:1274216kB;3953:2168140kB;3954:10720kB"
807.5,3741028,8216160,3831868,3,"3952:1653008kB;3953:2168140kB;3954:10720kB"
812.5,3531972,8216160,4113976,3,"3952:1935116kB;3953:2168140kB;3954:10720kB"
817.6,3524812,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
822.6,3524812,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
827.6,3522548,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
832.6,3522544,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
837.6,3522544,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
842.6,3522544,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
847.6,3522544,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
852.6,3523904,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
857.7,3523904,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
862.7,3523904,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
867.7,3523904,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
872.7,3523904,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
877.7,3523904,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
882.7,3524284,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
887.7,3523528,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
892.7,3523752,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
897.8,3522996,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
902.8,3524060,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
907.8,3524060,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
912.8,3523052,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
917.8,3522800,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
922.8,3522800,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
927.8,3522548,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
932.8,3522548,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
937.9,3522548,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
942.9,3522548,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
947.9,3522548,8216160,4125536,3,"3952:1946676kB;3953:2168140kB;3954:10720kB"
952.9,3522548,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
957.9,3522296,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
962.9,3522296,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
968.0,3522752,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
973.0,3522500,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
978.0,3522500,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
983.0,3522500,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
988.0,3523164,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
993.0,3522408,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
998.0,3522408,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1003.0,3522408,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1008.0,3522408,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1013.1,3522408,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1018.1,3522156,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1023.1,3522156,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1028.1,3522156,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1033.2,3522156,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1038.2,3522156,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1043.3,3522156,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1048.3,3522156,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1053.3,3522156,8216160,4125540,3,"3952:1946676kB;3953:2168140kB;3954:10724kB"
1058.3,3522156,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1063.3,3522160,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1068.3,3522164,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1073.4,3522164,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1078.4,3522164,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1083.4,3522164,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1088.4,3522168,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1093.4,3522168,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1098.4,3522168,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1103.4,3522168,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1108.4,3522168,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1113.4,3521576,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1118.5,3521576,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1123.5,3520820,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1128.5,3520568,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1133.5,3521128,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1138.5,3521128,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1143.5,3518732,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1148.6,3518608,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1153.6,3519288,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1158.6,3510516,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1163.6,3509284,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1168.6,3511800,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1173.6,3516888,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1178.6,3518416,8216160,4125544,3,"3952:1946676kB;3953:2168140kB;3954:10728kB"
1183.7,3518416,8216160,4125548,3,"3952:1946676kB;3953:2168140kB;3954:10732kB"
1188.7,3518416,8216160,4125548,3,"3952:1946676kB;3953:2168140kB;3954:10732kB"
1193.7,3518416,8216160,4125548,3,"3952:1946676kB;3953:2168140kB;3954:10732kB"
1198.7,3518416,8216160,4125548,3,"3952:1946676kB;3953:2168140kB;3954:10732kB"
1203.7,3518416,8216160,4125548,3,"3952:1946676kB;3953:2168140kB;3954:10732kB"
1208.7,5002004,8216160,2661132,3,"3952:482260kB;3953:2168140kB;3954:10732kB"
1213.7,4482696,8216160,3182112,3,"3952:1003240kB;3953:2168140kB;3954:10732kB"
1218.8,3721332,8216160,3940140,3,"3952:1761268kB;3953:2168140kB;3954:10732kB"
1223.8,5305592,8216160,2356824,3,"3952:1762784kB;3953:583308kB;3954:10732kB"
1228.8,4521876,8216160,3140980,3,"3952:1980664kB;3953:1149584kB;3954:10732kB"
1233.8,4208104,8216160,3454004,3,"3952:1980664kB;3953:1462608kB;3954:10732kB"
1238.8,3608084,8216160,4012640,3,"3952:1980664kB;3953:2021244kB;3954:10732kB"
1243.8,3294692,8216160,4362200,3,"3952:1980664kB;3953:2370804kB;3954:10732kB"
1248.8,3183628,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1253.9,3183408,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1258.9,3183408,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1263.9,3183420,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1268.9,3183420,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1273.9,3183420,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1278.9,3183420,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1283.9,3183420,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1288.9,3183420,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1294.0,3183420,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1299.0,3183420,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1304.0,3183420,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1309.0,3183420,8216160,4469084,3,"3952:1980664kB;3953:2477688kB;3954:10732kB"
1314.0,3183420,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1319.0,3183420,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1324.0,3182816,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1329.0,3182816,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1334.1,3183324,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1339.1,3183324,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1344.1,3184244,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1349.1,3184244,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1354.1,3183488,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1359.1,3183488,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1364.1,3183236,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1369.2,3183236,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1374.2,3183236,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1379.2,3183236,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1384.2,3183236,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1389.2,3183236,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1394.2,3183236,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1399.2,3183236,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1404.2,3183236,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1409.2,3183760,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1414.3,3182752,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1419.3,3183420,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1424.3,3182664,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1429.3,3182664,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1434.3,3182664,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1439.3,3182216,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1444.3,3182216,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1449.3,3182216,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1454.4,3182216,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1459.4,3183444,8216160,4469088,3,"3952:1980664kB;3953:2477688kB;3954:10736kB"
1464.4,3182436,8216160,4469092,3,"3952:1980664kB;3953:2477688kB;3954:10740kB"
1469.4,3182688,8216160,4469092,3,"3952:1980664kB;3953:2477688kB;3954:10740kB"
1474.4,3182688,8216160,4469092,3,"3952:1980664kB;3953:2477688kB;3954:10740kB"
1479.4,3181932,8216160,4469092,3,"3952:1980664kB;3953:2477688kB;3954:10740kB"
1484.4,3181932,8216160,4469092,3,"3952:1980664kB;3953:2477688kB;3954:10740kB"
1489.4,3181932,8216160,4469092,3,"3952:1980664kB;3953:2477688kB;3954:10740kB"
1494.5,3182032,8216160,4469092,3,"3952:1980664kB;3953:2477688kB;3954:10740kB"
