t_s,mem_available_kb,mem_total_kb,matching_rss_kb,n_matching,detail
0.0,7645164,8216160,43112,4,"5387:6148kB;5745:10456kB;5746:13856kB;5747:12652kB"
301.1,6387384,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
306.1,6387888,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
311.1,6387888,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
316.1,6387888,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
321.2,6391688,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
326.2,6391436,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
331.2,6391436,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
336.2,6391436,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
341.2,6391184,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
346.2,6391184,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
351.2,6391184,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
356.3,6391184,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
361.3,6391016,8216160,1282056,3,"5745:10680kB;5746:1029228kB;5747:242148kB"
366.3,6389636,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
371.3,6389888,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
376.3,6391108,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
381.3,6389848,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
386.4,6390196,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
391.4,6390196,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
396.4,6391180,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
401.4,6390172,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
406.4,6390172,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
411.4,6390172,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
416.5,6390172,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
421.5,6390172,8216160,1282060,3,"5745:10684kB;5746:1029228kB;5747:242148kB"
426.5,6349736,8216160,1329896,3,"5745:10684kB;5746:1029228kB;5747:289984kB"
431.5,6349484,8216160,1329896,3,"5745:10684kB;5746:1029228kB;5747:289984kB"
436.5,6343688,8216160,1329896,3,"5745:10684kB;5746:1029228kB;5747:289984kB"
441.5,6891656,8216160,782720,3,"5745:10688kB;5746:482048kB;5747:289984kB"
446.6,6619540,8216160,1061060,3,"5745:10688kB;5746:760388kB;5747:289984kB"
451.7,6440344,8216160,1237816,3,"5745:10688kB;5746:937144kB;5747:289984kB"
458.6,6411884,8216160,1270356,3,"5745:10688kB;5746:969684kB;5747:289984kB"
463.7,6349440,8216160,1326880,3,"5745:10688kB;5746:1026208kB;5747:289984kB"
468.8,6330468,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
473.8,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
478.8,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
483.8,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
488.9,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
493.9,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
498.9,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
503.9,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
508.9,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
513.9,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
519.0,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
524.0,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
529.0,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
534.0,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
539.1,6327948,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
544.1,6327952,8216160,1350812,3,"5745:10688kB;5746:1050140kB;5747:289984kB"
549.1,6327700,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
554.1,6327700,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
559.1,6327700,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
564.1,6327700,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
569.2,6327700,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
574.2,6327700,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
579.2,6319972,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
584.2,6319972,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
589.2,6319972,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
594.2,6319972,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
599.3,6319972,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
604.3,6319724,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
609.3,6319728,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
614.3,6319728,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
619.3,6319728,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
624.3,6324656,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
629.4,6324656,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
634.4,6324416,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
639.4,6324416,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
644.4,6324416,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
649.4,6324416,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
654.4,6326300,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
659.5,6326300,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
664.5,6326948,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
669.5,6325940,8216160,1350816,3,"5745:10692kB;5746:1050140kB;5747:289984kB"
674.5,6325184,8216160,1350820,3,"5745:10696kB;5746:1050140kB;5747:289984kB"
679.5,6325184,8216160,1350820,3,"5745:10696kB;5746:1050140kB;5747:289984kB"
684.5,6325184,8216160,1350820,3,"5745:10696kB;5746:1050140kB;5747:289984kB"
689.6,6325184,8216160,1350820,3,"5745:10696kB;5746:1050140kB;5747:289984kB"
694.6,7112644,8216160,566052,3,"5745:10696kB;5746:265372kB;5747:289984kB"
699.6,6809240,8216160,869536,3,"5745:10696kB;5746:568856kB;5747:289984kB"
704.6,6454424,8216160,1161684,3,"5745:10696kB;5746:861004kB;5747:289984kB"
709.7,6305040,8216160,1358828,3,"5745:10696kB;5746:1058148kB;5747:289984kB"
714.7,6297480,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
719.7,6297480,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
724.7,6298052,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
729.7,6298392,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
734.7,6297636,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
739.8,6298948,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
744.8,6298948,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
749.8,6298696,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
754.8,6297436,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
759.8,6298548,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
764.8,6298548,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
769.9,6297540,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
774.9,6297540,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
779.9,6297540,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
784.9,6297540,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
789.9,6297540,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
794.9,6297540,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
800.0,6297540,8216160,1372232,3,"5745:10696kB;5746:1071552kB;5747:289984kB"
805.0,6297540,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
810.0,6297540,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
815.0,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
820.0,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
825.0,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
830.1,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
835.1,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
840.1,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
845.1,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
850.1,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
855.1,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
860.2,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
865.2,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
870.2,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
875.2,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
880.2,6297544,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
885.2,6297292,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
890.3,6296284,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
895.3,6296284,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
900.3,6296284,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
905.3,6296764,8216160,1372236,3,"5745:10700kB;5746:1071552kB;5747:289984kB"
910.4,6291308,8216160,1378328,3,"5745:10700kB;5746:1071552kB;5747:296076kB"
915.4,6291560,8216160,1378572,3,"5745:10700kB;5746:1071552kB;5747:296320kB"
920.4,6292628,8216160,1378572,3,"5745:10700kB;5746:1071552kB;5747:296320kB"
925.4,6291872,8216160,1378572,3,"5745:10700kB;5746:1071552kB;5747:296320kB"
930.4,6291832,8216160,1378572,3,"5745:10700kB;5746:1071552kB;5747:296320kB"
935.4,6291812,8216160,1378572,3,"5745:10700kB;5746:1071552kB;5747:296320kB"
940.5,6291812,8216160,1378572,3,"5745:10700kB;5746:1071552kB;5747:296320kB"
945.5,6291560,8216160,1378572,3,"5745:10700kB;5746:1071552kB;5747:296320kB"
950.5,7110332,8216160,573356,3,"5745:10700kB;5746:266336kB;5747:296320kB"
955.5,6813752,8216160,874592,3,"5745:10704kB;5746:567568kB;5747:296320kB"
960.6,6462188,8216160,1189744,3,"5745:10704kB;5746:882720kB;5747:296320kB"
965.6,6302236,8216160,1373308,3,"5745:10704kB;5746:1066284kB;5747:296320kB"
970.6,6272180,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
975.6,6272180,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
980.7,6272180,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
985.7,6271676,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
990.7,6270164,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
995.7,6270164,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1000.7,6270164,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1005.7,6270224,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1010.8,6270224,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1015.8,6270224,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1020.8,6270224,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1025.8,6269972,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1030.8,6269972,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1035.8,6269216,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1040.9,6268208,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1045.9,6268208,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1050.9,6268208,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1055.9,6268204,8216160,1400496,3,"5745:10704kB;5746:1093472kB;5747:296320kB"
1060.9,6266944,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1065.9,6266644,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1071.0,6266644,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1076.0,6266644,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1081.0,6266644,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1086.0,6266652,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1091.0,6266652,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1096.0,6266652,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1101.1,6266652,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1106.1,6265144,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1111.1,6265140,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1116.1,6265140,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1121.1,6266152,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1126.1,6266152,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1131.2,6266152,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1136.2,6266772,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1141.2,6266772,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1146.2,6265512,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1151.2,6266340,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1156.2,6266340,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1161.3,6266340,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1166.3,6266340,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1171.3,6265584,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1176.3,6265584,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1181.3,6265584,8216160,1400500,3,"5745:10708kB;5746:1093472kB;5747:296320kB"
1186.4,6267344,8216160,1400504,3,"5745:10712kB;5746:1093472kB;5747:296320kB"
1191.4,6266144,8216160,1400504,3,"5745:10712kB;5746:1093472kB;5747:296320kB"
1197.7,6268016,8216160,1400504,3,"5745:10712kB;5746:1093472kB;5747:296320kB"
1203.0,6265092,8216160,1400504,3,"5745:10712kB;5746:1093472kB;5747:296320kB"
1208.1,6263964,8216160,1400504,3,"5745:10712kB;5746:1093472kB;5747:296320kB"
1213.1,6264216,8216160,1400504,3,"5745:10712kB;5746:1093472kB;5747:296320kB"
1218.1,6268296,8216160,1400504,3,"5745:10712kB;5746:1093472kB;5747:296320kB"
1223.2,6267540,8216160,1400504,3,"5745:10712kB;5746:1093472kB;5747:296320kB"
1228.2,6266160,8216160,1400504,3,"5745:10712kB;5746:1093472kB;5747:296320kB"
1233.3,7158596,8216160,385188,3,"5745:10712kB;5746:78156kB;5747:296320kB"
1238.3,6833804,8216160,836944,3,"5745:10712kB;5746:529912kB;5747:296320kB"
1243.3,6446924,8216160,1092988,3,"5745:10712kB;5746:785956kB;5747:296320kB"
1248.3,6330860,8216160,1331172,3,"5745:10712kB;5746:1024140kB;5747:296320kB"
1253.4,6024620,8216160,1640676,3,"5745:10712kB;5746:1333644kB;5747:296320kB"
1258.4,5600308,8216160,2067220,3,"5745:10712kB;5746:1760188kB;5747:296320kB"
1263.4,5705136,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1268.4,5764576,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1273.4,5805652,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1278.5,5857856,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1283.5,5891312,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1288.5,5903168,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1293.5,5903168,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1298.5,5903168,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1303.5,5903168,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1308.6,5903168,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1313.6,5903168,8216160,1750616,3,"5745:10712kB;5746:1443584kB;5747:296320kB"
1318.6,5903168,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1323.6,5903400,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1328.6,5903504,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1333.6,5907184,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1338.7,5907264,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1343.7,5907264,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1348.7,5907264,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1353.7,5907264,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1358.7,5907268,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1363.7,5907268,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1368.8,5907268,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1373.8,5907268,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1378.8,5907268,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1383.8,5908212,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1388.8,5910260,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1393.8,5910260,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1398.9,5910260,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1403.9,5911188,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1408.9,5912744,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1413.9,5914832,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1418.9,5914928,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1423.9,5914928,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1428.9,5914932,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1434.0,5914932,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1439.0,5914932,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1444.0,5914932,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1449.0,5914932,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1454.0,5914932,8216160,1750620,3,"5745:10716kB;5746:1443584kB;5747:296320kB"
1459.0,6031728,8216160,1638284,3,"5745:10716kB;5746:1443584kB;5747:183984kB"
1464.1,5913028,8216160,1758016,3,"5745:10716kB;5746:1443584kB;5747:303716kB"
1469.1,5913364,8216160,1758020,3,"5745:10720kB;5746:1443584kB;5747:303716kB"
1474.1,5913364,8216160,1758020,3,"5745:10720kB;5746:1443584kB;5747:303716kB"
1479.2,5913364,8216160,1758020,3,"5745:10720kB;5746:1443584kB;5747:303716kB"
1484.2,5913364,8216160,1758020,3,"5745:10720kB;5746:1443584kB;5747:303716kB"
1489.2,5913364,8216160,1758020,3,"5745:10720kB;5746:1443584kB;5747:303716kB"
1494.2,5913364,8216160,1758020,3,"5745:10720kB;5746:1443584kB;5747:303716kB"
1499.2,5913364,8216160,1758020,3,"5745:10720kB;5746:1443584kB;5747:303716kB"
1504.2,7298016,8216160,380276,3,"5745:10720kB;5746:65840kB;5747:303716kB"
1509.3,6828572,8216160,863020,3,"5745:10720kB;5746:548584kB;5747:303716kB"
1514.3,6457880,8216160,1152960,3,"5745:10720kB;5746:838524kB;5747:303716kB"
1519.3,6313040,8216160,1366192,3,"5745:10720kB;5746:1051756kB;5747:303716kB"
1524.3,5782272,8216160,1897456,3,"5745:10720kB;5746:1583020kB;5747:303716kB"
1529.4,5685692,8216160,1780984,3,"5745:10720kB;5746:1466548kB;5747:303716kB"
1534.4,5741948,8216160,1780984,3,"5745:10720kB;5746:1466548kB;5747:303716kB"
1539.4,5782268,8216160,1780984,3,"5745:10720kB;5746:1466548kB;5747:303716kB"
